mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spec_centroid,spec_bw,rolloff,zcr,label
-35.297348,61.247242,14.059667,28.661287,4.3299875,-1.3499215,-0.790413,5.1225405,5.3524,1.2215204,-7.2570734,-0.516818,0.21715884,0.4117891,0.54156685,0.41312355,0.43782595,0.42479894,0.37720817,0.5239889,0.40988836,0.43205705,0.4674074,0.5132973,0.5050753,3279.967331808209,3026.3931113810377,6953.21628818571,0.17281943873355263,pop
24.46663,68.96241,-4.2113004,-1.0326179,5.249467,2.9858522,4.336798,4.2872887,6.422605,3.6307845,0.11548241,-0.00023511762,2.0697718,0.35504636,0.434683,0.3414665,0.47341707,0.37567532,0.29660758,0.4155535,0.38469777,0.53100646,0.35466805,0.4878568,0.49420595,3194.1768682916545,3052.8892510243627,6993.782709552776,0.15937998863196595,pop
-23.23011,53.819164,-0.6900112,14.726739,4.8718457,6.73059,4.84588,4.9450912,4.264521,3.1102583,2.549565,2.9879475,4.6363297,0.6543718,0.45082602,0.5226592,0.5713579,0.4934724,0.47275698,0.42171958,0.54825276,0.49471956,0.4423773,0.48053575,0.49968544,3502.139027387522,3026.937586569852,7199.581465115857,0.1870177655766254,pop
13.536641,58.196354,-2.2051022,5.008136,8.070771,-0.4792645,4.1051793,2.2589247,4.2934737,3.5860925,-0.5052726,2.4214692,1.8804909,0.5202658,0.33426085,0.42314073,0.46050104,0.34686103,0.3948993,0.3766729,0.504219,0.41420978,0.37547722,0.41517058,0.38216218,3487.4996203779583,3132.2284173757953,7444.24665232561,0.17974985789957432,pop
-59.58959,77.30937,26.367233,3.1743202,6.7570415,-0.06425405,-0.6247924,-0.69048333,4.141959,-0.44033715,-4.541956,-3.5614958,-2.203065,0.3578246,0.26545385,0.34856552,0.3033147,0.29839793,0.47527057,0.2991693,0.31512308,0.26647955,0.3969143,0.4743181,0.28929195,3141.655140286262,3230.4022459601906,7237.0312386622,0.131055518938661,pop
-52.448246,74.02206,12.697417,24.500343,21.107903,1.904928,6.796557,4.7199593,8.40647,8.246996,-2.2676542,-1.2025365,-2.6778097,0.36880895,0.38473943,0.411454,0.6040491,0.45596877,0.40121314,0.33877373,0.34288356,0.52893144,0.37154073,0.33749622,0.29987517,2885.3303652171926,3009.780057474386,6430.294450222524,0.1213038772252322,pop
-45.71781,65.287415,12.934513,14.516592,7.038325,4.395021,6.6337786,3.301898,7.7297864,4.070035,3.6681185,2.606271,4.0490017,0.5438219,0.42008397,0.42405686,0.3996527,0.3009,0.31299245,0.3634856,0.44612902,0.34262815,0.32538223,0.36312103,0.40080667,3206.199866093883,3126.2162445699487,7019.440887734617,0.14153920460042568,pop
-44.214016,76.17581,22.921127,16.816143,22.998915,3.266593,6.908667,0.103138596,6.4956775,6.5420895,0.85448545,2.7243903,4.5169544,0.41800627,0.35874015,0.44888937,0.4079426,0.47633684,0.40279928,0.35682032,0.41719452,0.3588532,0.38412192,0.31060174,0.39458233,2944.4779985642813,3162.425540413327,6877.916743511755,0.1151153281008127,pop
4.804322,64.50391,-2.501273,10.419498,3.2420893,7.8209686,3.101567,1.4055256,6.7450037,4.884832,3.2736435,1.747771,3.3316636,0.5541776,0.48196,0.4840813,0.4451884,0.35990533,0.36656913,0.41988933,0.51993024,0.45418933,0.45121098,0.42821088,0.45523247,3236.3834897605984,2953.665320076075,6698.901159327835,0.16482477808146284,pop
-44.287426,51.327915,24.990486,12.160306,10.873074,7.612087,8.21147,-0.77332944,5.946744,4.7616363,-2.5084326,1.3215402,-1.946599,0.4566011,0.36274895,0.40374807,0.408621,0.47284308,0.40104467,0.34265783,0.45563623,0.36841813,0.3502506,0.31689638,0.3816423,3759.8089732129138,3293.7281764334216,7855.135834401606,0.17767428466041021,pop
-47.93828,54.159214,-4.005042,21.512901,13.886649,6.003954,13.75534,1.0669997,6.722088,6.232228,1.6225083,0.45345965,2.414838,0.48990506,0.44537884,0.47818404,0.50592095,0.39242953,0.3582451,0.43259674,0.56365114,0.47926062,0.40035197,0.46195596,0.465864,3143.535196698567,3016.4276117711397,6689.351217075029,0.135637501814048,pop
-78.1925,65.99214,24.578518,25.652824,13.854882,3.6000478,16.22554,0.592554,3.3257754,4.16047,2.7126958,3.649891,1.3959066,0.45387024,0.50366133,0.41790673,0.37033752,0.4164918,0.35614508,0.37120107,0.33438164,0.40614069,0.46802372,0.40705168,0.4637725,3046.2397998563833,3095.3865062358905,6630.418240101345,0.1186580126499613,pop
-42.779434,62.799667,4.7602077,24.068392,9.642161,-1.8881842,9.252785,-2.9691231,3.181562,5.9340043,-4.7737393,3.0194983,-1.2408001,0.4075299,0.4477862,0.444023,0.49149546,0.37540743,0.3580927,0.46695617,0.46845347,0.61891353,0.5024448,0.44966915,0.42628214,3124.14935420786,2970.2727587674012,6618.043314930825,0.14272098127902477,pop
-47.05376,55.781746,27.617126,19.193428,15.186063,3.1757607,5.6275535,1.6121148,4.148368,1.6211523,-1.5870059,-3.0055182,-7.6369953,0.25362498,0.3207981,0.56827486,0.36775684,0.30661222,0.25805643,0.3546332,0.57194257,0.35798165,0.34455433,0.2632435,0.26025486,3587.4721810924966,3336.2277931206263,7947.001945566467,0.1464783281733746,pop
-20.228376,57.77345,16.777649,18.249577,8.958152,14.899964,2.6696355,3.7526221,1.1145035,1.8456721,-5.980838,-3.6137545,-3.6554594,0.64236253,0.44509476,0.46365294,0.41968742,0.3255037,0.3821302,0.324574,0.47023606,0.35967326,0.31916678,0.37937173,0.4513675,3258.8665238179296,3144.2281341811336,7268.872712787829,0.1316624691611842,pop
-25.935339,60.872032,6.071953,17.717197,5.13251,10.431291,2.4501173,4.9244223,8.108929,3.8508587,-0.1861474,7.252811,4.94684,0.5665589,0.46895158,0.45387924,0.36338845,0.39667106,0.43671504,0.489508,0.560916,0.5134159,0.5046779,0.52471626,0.5686629,3271.2458605975758,2989.851208660016,6883.5083763665825,0.14535890939434984,pop
-50.449287,56.41648,12.563282,11.288339,-2.739751,1.362813,4.5399694,-0.96321344,2.2894216,2.7384725,-1.9891648,2.5949512,-4.0203376,0.24643324,0.33226955,0.4221934,0.29745147,0.41530275,0.29503796,0.47763512,0.53232646,0.40382844,0.5228777,0.34093484,0.36604476,3594.167118271268,3170.8583483099096,7634.353836106811,0.18523244001547987,pop
-273.28632,103.14759,8.722428,31.6977,12.511967,3.4922655,3.9396508,-0.16230217,-3.921683,3.2304423,-6.373684,-1.5361916,-3.213047,0.40551853,0.49701354,0.33645415,0.3412803,0.3441952,0.2954331,0.40691242,0.28425807,0.2555422,0.20095603,0.3187169,0.53686184,1995.3281824967328,2425.0406811254434,4383.806825053212,0.07255095963138544,pop
-14.170114,44.39024,12.680576,10.152087,11.2593,3.9758952,12.507779,-2.1717224,10.70504,2.2852633,5.0335593,-0.86626554,3.80587,0.41931143,0.47489807,0.5469724,0.42076513,0.44119656,0.4327185,0.47670645,0.5813142,0.41986114,0.40166697,0.37582767,0.37299094,4156.136801574854,3451.227813998198,8676.447534708785,0.23004509420955882,pop
-71.61501,81.12124,16.355665,8.950534,13.818387,-0.7371726,12.522272,-0.6393704,3.043049,3.0547535,-3.2121913,-1.3185769,-0.64025855,0.4215141,0.4017534,0.36014256,0.40675747,0.3889067,0.5051614,0.3610756,0.46802115,0.51562923,0.37736058,0.4042093,0.34390163,2842.6607931089798,3039.1056726884412,6479.344153625677,0.12498941805340558,pop
-145.92575,62.53524,-23.114868,-18.786009,-14.782013,-28.421488,3.134416,-24.940002,-13.637032,-4.6073895,-24.383533,-15.806172,-17.455078,0.25954702,0.20857376,0.22574049,0.24283159,0.26497248,0.2851821,0.36383405,0.2666265,0.23229617,0.2810107,0.30924782,0.3886273,2639.59187801044,2753.5605024541996,5626.524310510594,0.10700086469620743,pop
-45.064255,69.78576,11.866148,8.177108,12.603081,7.750251,11.3099985,0.25850755,9.65932,2.803888,3.8585238,-0.83530426,2.1194327,0.3923128,0.4283813,0.5240063,0.3857321,0.366408,0.43332902,0.44408306,0.5909511,0.43721583,0.41359746,0.42223582,0.36422542,3149.97113080032,3220.089949254964,7291.955906540247,0.12735523897058823,pop
-44.723248,55.059223,27.137182,19.50298,14.696994,3.2040474,5.509529,1.4237081,4.4969788,1.367907,-1.6663119,-3.5344167,-7.9148335,0.2539153,0.32017303,0.5692786,0.36994153,0.30717462,0.2588755,0.35432395,0.5743261,0.36075985,0.34526342,0.26347792,0.26026124,3603.429553551326,3334.0083043535483,7959.451870283475,0.14755995428599072,pop
-112.395996,59.759735,14.483949,19.190073,15.127423,-3.2115033,6.109609,-6.668194,1.463722,-1.187687,-1.2330449,-0.7587417,1.8843272,0.4584201,0.42762634,0.5455525,0.36471382,0.32673675,0.2692849,0.3391275,0.44131544,0.4101578,0.52412254,0.40912658,0.39404258,3262.336283566903,3046.9965393068346,6827.983712116631,0.13586614744582043,pop
-81.77599,78.609276,-17.260933,24.511774,8.410555,2.1446183,5.520015,1.9346675,8.799277,-0.12229679,0.49543986,4.6422744,2.3893166,0.35920733,0.3958847,0.556791,0.36907506,0.4038821,0.37990654,0.46614486,0.58626854,0.4919029,0.55832434,0.38577205,0.37272498,2516.4589514571976,2465.640306694536,5087.48590333543,0.1220960115131579,pop
-8.406137,42.004875,8.2976465,17.972023,14.039091,7.345697,5.7253203,-1.8997345,4.6036773,2.0709262,-1.0726748,-0.66318256,-2.4345152,0.43278915,0.49211493,0.39425483,0.42924637,0.35764268,0.40607592,0.51885474,0.41806045,0.42854655,0.36398226,0.4347751,0.41788727,3696.287748409418,3246.71775600717,7871.152404218266,0.1668300569611068,pop
-72.17291,81.3121,16.72972,8.680574,14.163569,-1.0486612,12.839069,-0.5343491,3.1377692,3.1529665,-3.4740796,-1.1388,-0.68516254,0.4270515,0.40467003,0.36215305,0.4078118,0.3915008,0.49956048,0.35658014,0.47249973,0.51903665,0.38155797,0.4091762,0.3485401,2838.0210737706198,3045.7558870993503,6485.7024485112715,0.12218028915924922,pop
-39.98735,35.58321,8.9385,15.082217,15.206814,10.572661,21.824984,10.004446,13.9735,16.55746,1.4647634,3.2635627,0.06211206,0.41846824,0.41733226,0.46746275,0.5517485,0.6274671,0.5846949,0.5532888,0.5491662,0.53551567,0.54809994,0.5007209,0.5186929,3662.9266594641513,3276.4112530558,7776.786308170472,0.15600737108165635,pop
-80.39633,35.962517,20.407265,26.376535,17.379705,4.580236,13.489165,3.6187563,7.324075,5.479913,3.9538548,5.3136964,3.5346324,0.4513851,0.4737758,0.44953436,0.54884034,0.47520703,0.39684784,0.37949142,0.45403302,0.6140808,0.5618267,0.44544965,0.426656,3681.430351016257,3221.829158023403,7566.579245930486,0.14562421391253869,pop
-37.071033,68.84185,10.511309,23.959776,15.370536,3.547914,11.677659,2.9124515,2.5459216,4.7503414,-1.5888675,2.5664659,-1.0170678,0.3525121,0.4655826,0.32328665,0.40943494,0.4959683,0.2870683,0.33268255,0.33534044,0.45957667,0.35910273,0.35999385,0.3762084,3002.6169823427717,2972.7827670259026,6445.919355740857,0.14374780802534828,pop
-36.629185,73.09261,39.12304,20.328524,12.4935465,2.151913,11.737693,-2.4324148,6.6467233,3.182791,-5.380571,-3.149369,-5.7750807,0.4256605,0.33311892,0.4307859,0.34950218,0.3725311,0.38702962,0.3069692,0.440938,0.367367,0.36404297,0.28442663,0.3260888,3046.1865869262933,3306.415151404711,7384.438680642898,0.10639353654702012,pop
-137.73312,100.24318,14.383044,15.403811,2.3205366,-1.0818114,-2.1069715,-1.687085,-5.311201,-1.7847022,1.7484086,-6.1835394,-3.0364275,0.4502833,0.3229577,0.40935865,0.33059937,0.4070856,0.53632057,0.3541392,0.42066586,0.3161908,0.37960848,0.25358307,0.25752136,2246.9998668388666,2684.4523036223895,5155.910489581318,0.08601724252612229,pop
-44.972015,69.765335,11.851115,8.137467,12.62307,7.7987547,11.307399,0.19175638,9.630409,2.8426685,3.8571951,-0.83266294,2.1378024,0.391725,0.4292533,0.5245261,0.3859341,0.36656576,0.43408835,0.44531837,0.5933154,0.43894,0.41325623,0.41848055,0.3619998,3151.445800513278,3220.4070745387885,7293.239232113487,0.1275974899622678,pop
-42.268806,82.17975,-2.246973,19.916231,13.862176,0.8657801,7.92098,-0.7182553,6.8773565,-1.9071585,-4.6875606,-3.164194,-2.94167,0.4003363,0.26117945,0.2842027,0.37108597,0.2201009,0.33733365,0.20660375,0.36284006,0.40698993,0.31776276,0.5383334,0.29041168,2806.4327255297085,2857.788083353619,6102.421432825803,0.12854835344910992,pop
-50.890957,68.04223,12.082594,36.314426,8.646877,19.502785,10.72235,12.312874,1.6614351,10.164873,4.8397875,1.6969053,2.7312357,0.49685025,0.59896386,0.44332334,0.45117283,0.37014887,0.48263937,0.48007777,0.44085056,0.51450545,0.44219884,0.49994722,0.46067035,2703.2416682609646,2725.9617319867466,5776.106739339445,0.1032971833881579,pop
-39.691376,33.951675,9.604388,16.657578,14.906162,11.198783,21.502827,9.886202,14.732349,15.628255,2.040395,2.579496,0.35728568,0.40639636,0.4393167,0.5192744,0.60706687,0.6056978,0.5529748,0.54310507,0.5267663,0.54763395,0.50631744,0.5260115,0.44181418,3672.6739422013616,3279.7424058326787,7783.686266447368,0.15406445010158668,pop
-30.211868,88.448524,-6.587008,32.785645,8.500259,8.3887005,2.0425203,6.864184,3.5769942,2.7208421,1.2942762,3.2906067,1.5695497,0.517476,0.403741,0.44682458,0.51349366,0.6826364,0.47505817,0.42132384,0.42380238,0.4456122,0.48401347,0.50928974,0.64026463,2327.9956325128483,2516.8257860719295,4930.953516532024,0.09549942252805728,pop
-204.75298,101.60512,26.384224,9.1857195,10.460928,5.1089187,-9.447198,9.308317,-12.491376,-2.4966693,6.212447,-9.488957,-2.5600326,0.22803819,0.2153561,0.40643382,0.32738885,0.2077196,0.40929165,0.26195174,0.25051075,0.19473067,0.2756838,0.3757104,0.23574626,2053.894371276876,2559.593930825625,4508.014407320288,0.0753657574255031,pop
-56.091187,36.468166,11.945319,-6.4417524,3.7781622,5.284157,3.3947845,4.2650976,7.9939175,5.864428,1.5971135,4.8613906,0.49247724,0.45636293,0.41803682,0.38863117,0.36825258,0.34080237,0.3111707,0.3303902,0.40672117,0.5300694,0.56976926,0.5230066,0.5511443,3940.3499208914445,3361.504206090715,8259.450056235488,0.16739883659055727,pop
-62.043816,64.239815,29.874727,23.24483,16.247187,7.4384794,8.871021,6.4075446,7.3948216,3.0163872,1.487842,2.9757106,1.8600916,0.5785061,0.4059145,0.35519442,0.3231245,0.41065213,0.40948358,0.45907086,0.45565346,0.4199188,0.5172795,0.5831738,0.62762237,3168.3771358678678,3341.5360777099304,7555.42098006966,0.1003391513883514,pop
-59.09869,60.998287,27.75064,23.867935,12.298356,7.3722224,12.321168,7.1516914,13.415489,2.485732,-1.9674118,-2.4141188,-4.5195565,0.28882143,0.27587748,0.3205375,0.3280975,0.32407147,0.44386855,0.3912566,0.34348765,0.2636871,0.35071456,0.45917404,0.2904549,3126.3938966039664,3162.6817626437364,6931.116421820579,0.10534554590750773,pop
-125.53952,51.196957,38.517105,14.491696,16.232538,4.6429577,12.308261,1.1730316,1.7245497,9.770825,-2.822416,2.07893,0.8530097,0.44630584,0.42416406,0.49133793,0.42175883,0.4402231,0.42211616,0.4063742,0.50624114,0.5425051,0.5932072,0.47701785,0.43239152,3510.042356894514,3310.2784279907473,7587.437453137094,0.13724822525638544,pop
-104.47532,86.85541,28.76275,26.635527,8.927457,5.6745653,7.759279,0.46634582,6.630064,6.5633125,0.37748337,2.148852,-0.019938136,0.3337253,0.29103193,0.24712591,0.43192503,0.27928406,0.2822737,0.19827504,0.34563565,0.31663278,0.2318053,0.3662478,0.25329897,2489.577623717522,2941.99075457532,5977.07219079552,0.08429578657120743,pop
-46.703014,55.877514,26.12021,16.543205,7.104527,-3.326687,9.256009,-0.8715933,8.313573,7.1480994,-0.5387219,1.7517585,-1.8377473,0.49919224,0.41647363,0.36011425,0.45238605,0.41451383,0.4170031,0.3707888,0.45814854,0.34087756,0.26846012,0.33125755,0.35560352,3498.3579746722603,3295.5183653344498,7664.611986473249,0.13602223115808823,pop
-76.91657,113.29569,-6.219377,19.94625,15.115961,-3.289381,4.7895107,1.0169308,2.2929256,-0.0114684915,-3.7627332,4.241214,2.2863302,0.30858785,0.24154519,0.39742556,0.3627008,0.22004771,0.31856826,0.17835867,0.21010444,0.1617638,0.28297052,0.5486898,0.27615735,1962.259860440553,2325.3182258713837,3821.2268935637576,0.0958112120259288,pop
-29.26039,53.868725,-1.700224,15.506245,1.0880836,0.54396456,4.9021416,-3.2225883,-1.6917722,2.2325523,-7.122959,-5.9894915,-2.9803963,0.34577435,0.39685825,0.4574183,0.44414178,0.44676912,0.40201995,0.55687976,0.3479651,0.3247237,0.39164284,0.37006268,0.4046107,3262.9124447410586,2930.999781412338,6714.734396919746,0.15505650759481424,pop
-111.61652,85.579094,3.5153575,16.35747,2.2059443,5.980132,-5.045757,-3.962524,-0.096168354,1.5746028,-5.793351,-5.0871906,-0.2080284,0.35283875,0.23255226,0.23702046,0.23691098,0.2887625,0.4508013,0.39415178,0.49727595,0.39010188,0.37735194,0.3962699,0.29377666,2518.6680120349943,2683.946956917925,5496.225098412104,0.10014338537635449,pop
-52.537975,37.496025,14.12139,18.180311,16.782768,5.9580927,6.4324026,2.7082067,-0.44743854,3.2196102,-3.9284554,1.5937504,0.29058224,0.37931544,0.38749743,0.54688716,0.48841065,0.50351864,0.42649907,0.42258263,0.52094954,0.3971792,0.41250846,0.41909474,0.46444976,3889.787116785757,3271.6627619560186,8057.209612489116,0.19104230662248453,pop
-77.94189,32.364956,20.077257,27.633484,16.262774,5.319164,13.481539,3.5032268,7.344144,5.271802,4.001198,5.271229,3.752625,0.45538563,0.47611505,0.4527491,0.5534599,0.47994158,0.399732,0.38056663,0.45300445,0.6127316,0.56379277,0.44736654,0.43070135,3727.2488351836582,3223.867461789819,7633.178843211833,0.14478748427825078,pop
-87.723495,64.30925,-12.976586,16.032646,0.486166,0.40709475,4.431545,-2.7237475,-0.3093249,-0.04974521,-5.929299,-4.269969,-3.5097017,0.402496,0.5358154,0.4006707,0.27962548,0.25315124,0.23123537,0.3463414,0.2654392,0.36675575,0.3718343,0.28120044,0.3446994,2940.0005210928985,2629.4641540033667,5750.6902263629545,0.14575422068498453,pop
-91.85374,56.674156,13.763752,15.050706,0.9011203,-4.0791926,-0.22235458,0.56391364,-4.6007695,-2.6161902,-2.761266,-3.0964155,1.7973816,0.51197165,0.4381114,0.49027953,0.34251413,0.34898052,0.3886461,0.34719446,0.43154165,0.4553372,0.6305213,0.43389148,0.42664915,3142.2532583222696,3001.708558953997,6825.458727384868,0.13644399731520898,pop
-88.45125,34.33366,-11.282462,2.200408,-4.8584256,-6.127731,0.33107784,2.4401875,-8.17747,5.6359863,-9.394409,-7.359539,-3.9459164,0.32373738,0.23005837,0.2547813,0.31304914,0.2645891,0.2122865,0.2509608,0.41094682,0.52070445,0.48019797,0.5132195,0.38362676,3647.8594016331967,2886.6604007045057,7112.756990131579,0.205950001814048,pop
9.675074,88.82607,-20.293682,5.1013055,-2.917802,-0.18818103,0.327482,1.604321,-2.2592056,-0.94065106,-6.2122498,-2.9767892,-1.8151839,0.50336623,0.42235684,0.45908216,0.45010406,0.4271177,0.4663684,0.42984504,0.5350331,0.5465722,0.4785039,0.52408254,0.5269246,2569.255822724336,2559.52936247521,5351.900971120356,0.13165642233455882,pop
-63.635056,79.04566,42.744022,16.095537,15.26836,10.789148,13.3115835,3.685729,4.9283266,10.677057,-0.01267207,3.4803085,3.4220939,0.35930318,0.3391836,0.40348938,0.36671668,0.4216727,0.43756008,0.28380078,0.31008834,0.34178635,0.3521224,0.32081157,0.31286165,2844.070407885239,3219.148147976031,6839.566975407556,0.09974656237906347,pop
-119.34646,85.94366,33.886936,9.992517,17.70141,0.51905245,9.565488,-5.299009,4.170094,8.122251,-7.9776335,1.5659164,-2.9331827,0.35514542,0.3867629,0.28128916,0.30975714,0.41917926,0.2930357,0.3584456,0.334526,0.43408883,0.3701816,0.33766845,0.44631281,2765.6481348893653,3222.6973193873114,6873.341771175987,0.09601491449787151,pop
-26.93658,46.71037,8.7081785,8.604124,6.086184,12.42523,6.958877,2.506842,1.159301,7.25731,-3.1307194,1.2537664,3.838255,0.48647144,0.3653307,0.42045757,0.3942781,0.42743257,0.2721285,0.30018473,0.41702685,0.3885241,0.4603981,0.38224196,0.47761908,3634.106563927481,3134.284751630451,7534.996103576093,0.18310584667666407,pop
-52.537975,37.496025,14.12139,18.180311,16.782768,5.9580927,6.4324026,2.7082067,-0.44743854,3.2196102,-3.9284554,1.5937504,0.29058224,0.37931544,0.38749743,0.54688716,0.48841065,0.50351864,0.42649907,0.42258263,0.52094954,0.3971792,0.41250846,0.41909474,0.46444976,3889.787116785757,3271.6627619560186,8057.209612489116,0.19104230662248453,pop
-8.531341,54.251755,20.96331,13.099079,9.721153,6.015052,10.720785,6.1021194,0.6942644,5.0023856,-3.4498136,0.87255687,-1.9390469,0.34397402,0.47722086,0.4610699,0.382965,0.4302733,0.36005566,0.59570956,0.406595,0.35405707,0.464521,0.37018007,0.4337021,3671.2604882708424,3295.553788823971,7879.044023165393,0.16189735814144737,pop
-34.209938,40.399307,17.510662,13.42147,13.240601,7.449265,18.183458,2.7254276,4.3396277,5.8252974,-1.1257582,3.1106064,2.4149976,0.45395437,0.411135,0.47926643,0.4473487,0.41131663,0.49359664,0.42297494,0.5063074,0.44620657,0.47965696,0.42621812,0.36732563,4037.153770826656,3342.3644138556137,8331.4746207128,0.21392576613293343,pop
-125.98142,117.33393,-0.07229208,10.211122,4.49017,2.1888666,-3.6360846,3.3763409,1.7375194,4.5511193,0.8427298,2.4246018,-3.1125748,0.36232567,0.25152782,0.2740868,0.24303626,0.24923432,0.43704355,0.40541652,0.5005863,0.38347438,0.22410546,0.25171942,0.21807587,1826.5420467927368,2294.444461991146,3796.335377412684,0.07464656298374613,pop
-42.68938,54.882027,17.06182,19.76454,6.852839,2.7781906,11.820236,1.205856,7.9387155,1.138253,-4.071282,0.1373618,-4.236571,0.36629307,0.43760142,0.57128364,0.4446101,0.41625074,0.40239504,0.42824867,0.42743355,0.38598654,0.5119621,0.4056369,0.38040417,3510.9284752203253,3148.809837219885,7257.397782175164,0.17203410712558048,pop
-47.681934,55.53719,19.178862,24.482962,4.0398774,1.5440774,6.9665008,-1.046118,3.0828688,1.7952809,-3.0351193,1.9345391,-4.678551,0.36995554,0.43096682,0.6150976,0.4491153,0.45393258,0.4574719,0.5236278,0.41709268,0.35866398,0.4569344,0.36738765,0.34524554,3401.2336884828965,3070.3590067421464,7052.665686828802,0.16573822682856038,pop
-6.92664,68.88017,3.7705872,28.195871,2.2932248,13.625752,1.0469884,6.004647,2.750496,15.018393,-8.786577,0.7954419,-7.2196684,0.22576286,0.22859013,0.25881475,0.3124911,0.26397112,0.25240517,0.27900633,0.4633874,0.69104254,0.40567017,0.28476477,0.28980702,2468.498529319245,2625.1515768457407,5481.816852203464,0.09820877878289473,pop
-38.288414,47.802376,20.052776,23.848087,19.795454,13.665192,14.684335,4.5720963,7.7137055,8.956256,5.421002,1.1439084,1.0811883,0.40990898,0.50477856,0.35649508,0.40578672,0.47045913,0.4968222,0.5790839,0.49399248,0.5317506,0.55299455,0.44544134,0.46121234,3544.132839481264,3311.301496368,7780.519618928986,0.14281924221168732,pop
